Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Inventory Tracker,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,Variant Image,Variant Weight Unit,Compare At Price / International,Status
vj022-bracelet-small-bike-chain,VJ022 Bracelet - Small Bike Chain,"<body>
           
             
             
             
               <p class=""sc-item-remarks"">
                 New - 
               </p>
             
           
        <div class=""__sc-features-section""><div class=""row"">
        <div class=""col col-sm-8 section"">
          <div class=""features"">
            <p><b>FEATURES</b></p>
            <p></p>
          </div>
        </div>
      </div></div>
</body>",Vance Leather,,Jewelry,"Jewelry, ws_group, ws_group:small_wholesaler",TRUE,Title,Default Title,,,,,VJ022,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/VJ022.jpg?v=1598091178,1,,FALSE,,,lb,,active
vj025-bracelet-small-skull,VJ025 Bracelet - Small Skull,"<span>.</span><div class=""__sc-features-section""><div class=""row"">
        <div class=""col col-sm-8 section"">
          <div class=""features"">
            <p><b>FEATURES</b></p>
            <p></p>
          </div>
        </div>
      </div></div>",Vance Leather,,Jewelry,"Jewelry, ws_group, ws_group:small_wholesaler",TRUE,Title,Default Title,,,,,VJ025,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/VJ025.jpg?v=1598091191,1,,FALSE,,,lb,,active
vj026-bracelet-medium-skull,VJ026 Bracelet - Medium Skull,"<body>
           
             
             
             
               <p class=""sc-item-remarks"">
                 New - 
               </p>
             
           
        <div class=""__sc-features-section""><div class=""row"">
        <div class=""col col-sm-8 section"">
          <div class=""features"">
            <p><b>FEATURES</b></p>
            <p></p>
          </div>
        </div>
      </div></div>
</body>",Vance Leather,,Jewelry,"Jewelry, ws_group, ws_group:small_wholesaler",TRUE,Title,Default Title,,,,,VJ026,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/VJ026.jpg?v=1598091204,1,,FALSE,,,lb,,active
vj027-bracelet-medium-bike-chain,VJ027 Bracelet - Medium Bike Chain,"<body>
           
             
             
             
               <p class=""sc-item-remarks"">
                 New - 
               </p>
             
           
        <div class=""__sc-features-section""><div class=""row"">
        <div class=""col col-sm-8 section"">
          <div class=""features"">
            <p><b>FEATURES</b></p>
            <p></p>
          </div>
        </div>
      </div></div>
</body>",Vance Leather,,Jewelry,"Jewelry, ws_group, ws_group:small_wholesaler",TRUE,Title,Default Title,,,,,VJ027,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/VJ027.jpg?v=1598091217,1,,FALSE,,,lb,,active
vj027b-bracelet-medium-bike-chain-black,VJ027B Bracelet - Medium Bike Chain Black,"<body>
           
             
             
             
               <p class=""sc-item-remarks"">
                 New - 
               </p>
             
           
        <div class=""__sc-features-section""><div class=""row"">
        <div class=""col col-sm-8 section"">
          <div class=""features"">
            <p><b>FEATURES</b></p>
            <p></p>
          </div>
        </div>
      </div></div>
</body>",Vance Leather,,Jewelry,"Jewelry, ws_group, ws_group:small_wholesaler",TRUE,Title,Default Title,,,,,VJ027B,shopify,,,,FALSE,,,lb,,active
vj028-bracelet-small-weave,VJ028 Bracelet - Small Weave,"<body>
           
             
             
             
               <p class=""sc-item-remarks"">
                 New - 
               </p>
             
           
        <div class=""__sc-features-section""><div class=""row"">
        <div class=""col col-sm-8 section"">
          <div class=""features"">
            <p><b>FEATURES</b></p>
            <p></p>
          </div>
        </div>
      </div></div>
</body>",Vance Leather,,Jewelry,"Jewelry, ws_group, ws_group:small_wholesaler",TRUE,Title,Default Title,,,,,VJ028,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/VJ028.jpg?v=1598091245,1,,FALSE,,,lb,,active
vj029-bracelet-small-weave-w-spacers,VJ029 Bracelet - Small Weave W/Spacers,"<body>
           
             
             
             
               <p class=""sc-item-remarks"">
                 New - 
               </p>
             
           
        <div class=""__sc-features-section""><div class=""row"">
        <div class=""col col-sm-8 section"">
          <div class=""features"">
            <p><b>FEATURES</b></p>
            <p></p>
          </div>
        </div>
      </div></div>
</body>",Vance Leather,,Jewelry,"Jewelry, ws_group, ws_group:small_wholesaler",TRUE,Title,Default Title,,,,,VJ029,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/VJ029.jpg?v=1598091258,1,,FALSE,,,lb,,active
vj030-bracelet-large-skull,VJ030 Bracelet - Large Skull,"<body>
           
             
             
             
               <p class=""sc-item-remarks"">
                 New - 
               </p>
             
           
        <div class=""__sc-features-section""><div class=""row"">
        <div class=""col col-sm-8 section"">
          <div class=""features"">
            <p><b>FEATURES</b></p>
            <p></p>
          </div>
        </div>
      </div></div>
</body>",Vance Leather,,Jewelry,"Jewelry, ws_group, ws_group:small_wholesaler",TRUE,Title,Default Title,,,,,VJ030,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/VJ030.jpg?v=1598091271,1,,FALSE,,,lb,,active
vj031-bracelet-skull-bones,VJ031 Bracelet - Skull & Bones,"<body>
           
             
             
             
               <p class=""sc-item-remarks"">
                 New - 
               </p>
             
           
        <div class=""__sc-features-section""><div class=""row"">
        <div class=""col col-sm-8 section"">
          <div class=""features"">
            <p><b>FEATURES</b></p>
            <p></p>
          </div>
        </div>
      </div></div>
</body>",Vance Leather,,Jewelry,"Jewelry, ws_group, ws_group:small_wholesaler",TRUE,Title,Default Title,,,,,VJ031,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/VJ031.jpg?v=1598091284,1,,FALSE,,,lb,,active
vj035-bracelet-heavy-chain,VJ035 Bracelet - Heavy Chain,"<body>
           
             
             
             
               <p class=""sc-item-remarks"">
                 New - 
               </p>
             
           
        <div class=""__sc-features-section""><div class=""row"">
        <div class=""col col-sm-8 section"">
          <div class=""features"">
            <p><b>FEATURES</b></p>
            <p></p>
          </div>
        </div>
      </div></div>
</body>",Vance Leather,,Jewelry,"Jewelry, ws_group, ws_group:small_wholesaler",TRUE,Title,Default Title,,,,,VJ035,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/VJ035.jpg?v=1598091297,1,,FALSE,,,lb,,active
vj036-bracelet-medium-chain,VJ036 Bracelet - Medium Chain,"<body>
           
             
             
             
               <p class=""sc-item-remarks"">
                 New - 
               </p>
             
           
        <div class=""__sc-features-section""><div class=""row"">
        <div class=""col col-sm-8 section"">
          <div class=""features"">
            <p><b>FEATURES</b></p>
            <p></p>
          </div>
        </div>
      </div></div>
</body>",Vance Leather,,Jewelry,"Jewelry, ws_group, ws_group:small_wholesaler",TRUE,Title,Default Title,,,,,VJ036,shopify,,,,FALSE,,,lb,,active
vj037-bracelet-massive-bike-chain,VJ037 Bracelet - Massive Bike Chain,"<body>
           
             
             
             
               <p class=""sc-item-remarks"">
                 New - 
               </p>
             
           
        <div class=""__sc-features-section""><div class=""row"">
        <div class=""col col-sm-8 section"">
          <div class=""features"">
            <p><b>FEATURES</b></p>
            <p></p>
          </div>
        </div>
      </div></div>
</body>",Vance Leather,,Jewelry,"Jewelry, ws_group, ws_group:small_wholesaler",TRUE,Title,Default Title,,,,,VJ037,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/VJ037.jpg?v=1598091323,1,,FALSE,,,lb,,active
hml1037db-ladies-distressed-brown-vest-with-buckles,HML1037DB Ladies Distressed Brown Vest with Buckles,"<p align=""center""><em><strong><span size=""5"" face=""Times"">Formfitting &amp; Flattering</span></strong></em></p>
<p><span size=""5"" face=""Times""><b><i>SOFT Distressed Brown</i></b></span><b><i> Premium Leather </i></b><em><strong><span size=""5"" face=""Times"">Concealed Carry Motorcycle </span></strong></em><em><strong><span size=""5"" face=""Times"">Vest</span></strong></em></p>
<p><em><strong><span size=""4"" face=""Times"" color=""#ff0010"">Buckle Strap Sides ~ 2 Inner Gun Pockets</span></strong></em></p>
<p> </p>
<div><b><span size=""4"" face=""Times""><i>This FINE lined, FORMFITTING &amp; FLATTERING premium leather vest</i></span></b></div>
<div>
<b><span size=""4"" face=""Times""><i>has a </i></span></b><b><span size=""4"" face=""Times""><i>zip front, v-neckline </i></span></b><b><span size=""4"" face=""Times""><i>and side buckles to get that </i></span></b><b><span size=""4"" face=""Times""><i>PERFECT FIT!</i></span></b>
</div>
<div></div>
<div><b><span size=""4"" face=""Times""><i>Includes a mesh liner with 3 front zip pockets, 2 lower back zip pockets for</i></span></b></div>
<div>
<b><span size=""4"" face=""Times""><i>additional waist room and 2 inner gun pockets w/elastic band for<span> </span></i></span></b><b><i>ammo</i></b>
</div>
<div>
<b><i>for </i></b><b><i>safe, secure transport of your firearms. </i></b>
</div>
<p><span size=""4"" face=""Times""><b><i> </i></b></span></p>
<p><span size=""4"" face=""Times"" color=""#ff0010""><b>Product Features:</b></span></p>
<ul>
<li><b><span face=""Times"">Made from SOFT Premium Leather</span></b></li>
<li><b><span face=""Times"">Mesh Lined </span></b></li>
<li><b><span face=""Times"">Zippered Front</span></b></li>
<li><b><span face=""Times"">2 Inner Gun Pockets w/Elastic Band for Ammo</span></b></li>
<li><b><span face=""Times"">3 Front Zip Pockets</span></b></li>
<li><span face=""Times""><b>2 Lower Zippers for Waist/Hip Adjustment</b></span></li>
<li><span face=""Times""><b>Buckle Strap Sides</b></span></li>
</ul>
<p><span face=""Times""><b><img alt="""" src=""https://cdn.shopify.com/s/files/1/1128/6432/files/Capture_480x480.png?v=1626361182""></b></span></p>
<ul></ul>",Vance Leather,,Vests,"Ladies High Mileage Vests, women vest, women's leather vests",TRUE,Size,S,,,,,HML1037DB S,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/WhatsApp_Image_2021-03-10_at_11.09.48_AM__16659.1615998628.1280.1280.jpg?v=1625155989,1,,FALSE,,,lb,,active
hml1037db-ladies-distressed-brown-vest-with-buckles,,,,,,,,,M,,,,,HML1037DB M,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/WhatsApp_Image_2021-03-10_at_11.09.49_AM__85655.1615998629.1280.1280.jpg?v=1625155989,2,,,,,lb,,
hml1037db-ladies-distressed-brown-vest-with-buckles,,,,,,,,,L,,,,,HML1037DB L,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/WhatsApp_Image_2021-03-10_at_11.09.51_AM__91745.1615998630.1280.1280.jpg?v=1617389802,3,,,,,lb,,
hml1037db-ladies-distressed-brown-vest-with-buckles,,,,,,,,,XL,,,,,HML1037DB XL,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/Vance-Leather_1_34a4090e-4bbe-405d-a8af-405ab8e8f59a.jpg?v=1660578366,4,,,,,lb,,
hml1037db-ladies-distressed-brown-vest-with-buckles,,,,,,,,,2XL,,,,,HML1037DB 2XL,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/teammtrcycl07-12-2022infographic.jpg?v=1673864912,5,HML1037DB Ladies Distressed Brown Vest with Buckles infographic,,,,lb,,
hml1037db-ladies-distressed-brown-vest-with-buckles,,,,,,,,,3XL,,,,,HML1037DB 3XL,shopify,,,,,,,lb,,
hml1037db-ladies-distressed-brown-vest-with-buckles,,,,,,,,,4XL,,,,,HML1037DB 4XL,shopify,,,,,,,lb,,
kids-top-grain-lace-side-vest,VK902 Kid's Top Grain Lace Side Vest,"<p>Kids want to have fun! The Kids Side Laced Biker Leather Vest is a great leather vest to make the little ones feel like adults. Kids come in all shapes and sizes so this vest comes equipped with side laces to help achieve a better fit</p>
<h3></h3>
<h3>Features</h3>
<h3></h3>
<ul>
<li>100% Leather</li>
<li>3-snap front closure</li>
<li>2 hand-warmer pockets</li>
<li>Side laces for easy adjustability</li>
</ul>
<ul></ul>",Vance Leather,,Vests,"Kids, kids leather vest, ws_group, ws_group:small_wholesaler",TRUE,Size,M,,,,,VK902T M,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/VK902_4d096e4d-bdd8-4a99-b22b-60ad991349b8.jpg?v=1594761850,1,,FALSE,,,lb,,active
kids-top-grain-lace-side-vest,,,,,,,,,L,,,,,VK902T L,shopify,,,,,,,lb,,
kids-top-grain-lace-side-vest,,,,,,,,,XL,,,,,VK902T XL,shopify,,,,,,,lb,,
kids-top-grain-lace-side-vest,,,,,,,,,2XL,,,,,VK902T 2XL,shopify,,,,,,,lb,,
kids-top-grain-lace-side-vest,,,,,,,,,3XL,,,,,VK902T 3XL,shopify,,,,,,,lb,,
vance-leather-ladies-laced-top-corset-with-zip-front-closure,VC1322 Vance Leather Ladies Laced Top Corset with Zip Front Closure,"<p><span style=""font-size: 12pt;""><strong>Style and Features</strong></span></p>
<p><span style=""font-size: 12pt;""><strong>This laced top corset is made from Lambskin leather. (This is one of the softest and most durable leathers which will help in melding to your body for that perfect fit.)</strong></span></p>
<p><span style=""font-size: 12pt;""><strong>Authentic wired steel boning (This makes the corset flex and contour to the body. The wired steel boning also lasts longer and resists breaking.)</strong></span></p>
<p><span style=""font-size: 12pt;""><strong>100% cotton lining to make the fit more comfortable.</strong></span></p>
<p> </p>
<p><span style=""font-size: 12pt;""><strong>Back Laces (This is the place where you would adjust the corset to fit. Once the corset is laced to fit, you can easily use the hook and eye closure in the front to remove and put the corset back on. Please allow at least 3 inches for adjustability. The lacing in the back also determines how much skin you want to show, so keep that in mind when ordering your correct size.)</strong></span></p>
<p> </p>
<p><span style=""font-size: 12pt;""><strong>Size Note:</strong></span></p>
<p><span style=""font-size: 12pt;""><em>* All measurements are in inches, the measurement should be taken when the corset is completely laced and closed from the back.</em></span></p>",Vance Leather,,Corset,"Corsets, ws_group, ws_group:small_wholesaler",TRUE,Size,Small,,,,,VC1322 S,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/VC1322.png?v=1594778760,1,,FALSE,,,lb,,active
vance-leather-ladies-laced-top-corset-with-zip-front-closure,,,,,,,,,Medium,,,,,VC1322 M,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/VC1322B.png?v=1594778760,2,,,,,lb,,
vance-leather-ladies-laced-top-corset-with-zip-front-closure,,,,,,,,,Large,,,,,VC1322 L,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/VC1322S.png?v=1594778760,3,,,,,lb,,
vance-leather-ladies-laced-top-corset-with-zip-front-closure,,,,,,,,,XLarge,,,,,VC1322 XL,shopify,,,,,,,lb,,
vance-leather-ladies-laced-top-corset-with-zip-front-closure,,,,,,,,,2XL,,,,,VC1322 2XL,shopify,,,,,,,lb,,
vance-leather-ladies-laced-top-corset-with-zip-front-closure,,,,,,,,,3XL,,,,,VC1322 3XL,shopify,,,,,,,lb,,
hmg440-high-mileage-camo-glove,HMG440 High Mileage Camo Glove,,Vance Leather,,Gloves,"Close Outs, Gloves, High Mileage, ws_group, ws_group:small_wholesaler",TRUE,Size,XS,,,,,HMG440 XS,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/HMG440.jpg?v=1594762846,1,,FALSE,,,lb,,active
hmg440-high-mileage-camo-glove,,,,,,,,,S,,,,,HMG440 S,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/HMG440B.jpg?v=1594762846,2,,,,,lb,,
hmg440-high-mileage-camo-glove,,,,,,,,,M,,,,,HMG440 M,shopify,,,,,,,lb,,
hmg440-high-mileage-camo-glove,,,,,,,,,L,,,,,HMG440 L,shopify,,,,,,,lb,,
hmg440-high-mileage-camo-glove,,,,,,,,,XL,,,,,HMG440 XL,shopify,,,,,,,lb,,
hmg440-high-mileage-camo-glove,,,,,,,,,2XL,,,,,HMG440 2XL,shopify,,,,,,,lb,,
hmg440-high-mileage-camo-glove,,,,,,,,,3XL,,,,,HMG440 3XL,shopify,,,,,,,lb,,
hmm940db-denim-style-straight-bottom-distressed-brown-vest,HMM940DB Men's Distressed Brown Leather Gambler Vest with Lace Sides,"<p align=""center""><b><i><span size=""5"" face=""Times"" style=""font-family: Times; font-size: x-large;"">The Gambler</span></i></b></p>
<p align=""center""><b><i><span size=""5"" face=""Times"" style=""font-family: Times; font-size: x-large;"">Distressed Brown</span></i></b></p>
<p align=""center""><b><i><span size=""5"" face=""Times"" style=""font-family: Times; font-size: x-large;""> Premium Leather </span></i></b></p>
<h2 align=""center""><b><i>Concealed Carry </i></b></h2>
<p align=""center""><span size=""5"" face=""Times"" style=""font-family: Times; font-size: x-large;""><b><i>Straight Bottom Vest</i></b></span></p>
<p align=""center""><em><strong><span size=""4"" face=""Times"" color=""#ff0010"" style=""color: #ff0010; font-family: Times; font-size: large;"">Jean Style ~ Beautiful Hardware ~ 2 Gun Pockets</span></strong></em></p>
<p align=""center""><em><strong><span size=""4"" face=""Times"" color=""#ff0010"" style=""color: #ff0010; font-family: Times; font-size: large;""> </span></strong></em></p>
<div style=""text-align: center;"">
<b><i>This FINE polyester </i></b><b><i>nylon lined vest is m</i></b><em><strong>ade</strong></em><em><strong> from heavy duty, durable </strong></em><span size=""4"" face=""Times"" style=""font-family: Times; font-size: large;""><em><strong> </strong></em><em><strong>mid-weight leather </strong></em><b><i>with BEAUTIFUL hardware and jean style </i></b></span><em><strong>seaming/</strong></em><em><strong>stitching throughout with 2 inner gun pockets for </strong></em><em style=""font-family: Times; font-size: large;""><strong>safe, secure transport of your firearms.</strong></em>
</div>
<div><em><strong><span size=""4"" face=""Times"" style=""font-family: Times; font-size: large;""> </span></strong></em></div>
<div>
<span size=""4"" face=""Times"" style=""font-family: Times; font-size: large;""><em><strong>Straight bottom with side laces for that PERFECT fit and 1 </strong></em><em><strong>panel</strong></em><em><strong> back for</strong></em></span><em style=""font-family: Times; font-size: large;""><strong> A</strong></em><em style=""font-family: Times; font-size: large;""><strong>NY</strong></em><em><strong><span size=""4"" face=""Times"" style=""font-family: Times; font-size: large;""> patches, embroidery, airbrushing, </span></strong></em><em><strong><span size=""4"" face=""Times"" style=""font-family: Times; font-size: large;"">ETC.</span></strong></em>
</div>
<div><em><strong><span size=""4"" face=""Times"" style=""font-family: Times; font-size: large;""> </span></strong></em></div>
<p><span size=""4"" face=""Times"" style=""font-family: Times; font-size: large;""><strong><span color=""#ff0010"" style=""color: #ff0010;"">Product Fea</span></strong><strong><span color=""#ff0010"" style=""color: #ff0010;"">tures:</span></strong></span></p>
<ul>
<li><b><span face=""Times"" style=""font-family: Times;"">Made from Distressed Brown </span></b></li>
<li><b><span face=""Times"" style=""font-family: Times;"">Mid-Weight Leather</span></b></li>
<li>
<b><span face=""Times"" style=""font-family: Times;"">Beautiful Hardware ~ </span></b><b><span face=""Times"" style=""font-family: Times;"">Gold Hardware on Black Vest</span></b>
</li>
<li><b><span face=""Times"" style=""font-family: Times;"">Jean Style Seaming &amp; Stitching</span></b></li>
<li><b><span face=""Times"" style=""font-family: Times;"">2 Front Vertical ZIP Pockets</span></b></li>
<li><b><span face=""Times"" style=""font-family: Times;"">2 Concealed Gun Pockets</span></b></li>
<li><b><span face=""Times"" style=""font-family: Times;"">V-Neck w/Snap Closure</span></b></li>
<li><b><span face=""Times"" style=""font-family: Times;"">Side Laces</span></b></li>
<li><b><span face=""Times"" style=""font-family: Times;"">Fixed Polyester Nylon Liner</span></b></li>
<li><b><span face=""Times"" style=""font-family: Times;"">One Panel Back</span></b></li>
</ul>
<ul></ul>",Vance Leather,,Vests,"men's leather vests, Men's Vest, ws_group",FALSE,Size,S,,,,,HMM940DB S,shopify,,,,FALSE,,,lb,,draft
hmm940db-denim-style-straight-bottom-distressed-brown-vest,,,,,,,,,M,,,,,HMM940DB M,shopify,,,,,,,lb,,
hmm940db-denim-style-straight-bottom-distressed-brown-vest,,,,,,,,,L,,,,,HMM940DB L,shopify,,,,,,,lb,,
hmm940db-denim-style-straight-bottom-distressed-brown-vest,,,,,,,,,XL,,,,,HMM940DB XL,shopify,,,,,,,lb,,
hmm940db-denim-style-straight-bottom-distressed-brown-vest,,,,,,,,,2XL,,,,,HMM940DB 2XL,shopify,,,,,,,lb,,
hmm940db-denim-style-straight-bottom-distressed-brown-vest,,,,,,,,,3XL,,,,,HMM940DB 3XL,shopify,,,,,,,lb,,
hmm940db-denim-style-straight-bottom-distressed-brown-vest,,,,,,,,,4XL,,,,,HMM940DB 4XL,shopify,,,,,,,lb,,
hmm940db-denim-style-straight-bottom-distressed-brown-vest,,,,,,,,,5XL,,,,,HMM940DB 5XL,shopify,,,,,,,lb,,
vl914-s-vance-leather-zipper-and-snap-closure-leather-motorcycle-club-vest,VL914S Vance Leather Zipper and Snap Closure Leather Motorcycle Club Vest,"<div>
<p align=""center"" style=""text-align: left;""><strong>Standard Leather Concealed Carry Motorcycle Club Vest</strong><br><span></span></p>
<p align=""center"" style=""text-align: left;""><strong>Snap/Zip Front ~ 7 Pockets / 2 DEEP Gun Pockets ~ 1 Panel Back</strong><br><br><span>SOA STYLE CLUB VEST BEST QUALITY - ULTRA SOFT DURABLE THICK LEATHER. This fine SOFT lined black leather vest is made from SOFT thick durable premium grade leather which is known for its durability, minimal flaws and EXCELLENT wear.</span><br><br><span>Multiple Pockets 2 snap chest pockets, 2 side entry pockets, 1 accessory pockets and 2 DEEP inner concealed gun pockets on BOTH sides with barrel &amp; clip elastic for safe, secure transport of your firearms. </span><br><br><span>Sturdy construction, reinforced interfacing throughout and a ONE panel back for any patches, embroidery, airbrushing, ETC.</span><br><br><strong>Product Features:</strong></p>
<ul>
<li>5 Snap AND Zip Front Closure</li>
<li>Multiple Pockets Inside &amp; Out</li>
<li>4 Outer Pockets</li>
<li>3 Inner Pockets Incl 2 DEEP Gun Pockets with Barrel &amp; Clip Elastic</li>
<li>SOFT Black Nylon Liner </li>
<li>Black Hardware</li>
<li>Stand-Up Mandarin Style Euro Collar</li>
<li>One Panel Back for Patches, Embroidery, Airbrushing</li>
</ul>
<ul></ul>
<ul></ul>
</div>
<div></div>
<div></div>
<!-- Smart_Gallery_Starts -->
<div id=""smart-gallery-embed"" align=""center""></div>
<!-- Smart_Gallery_Ends -->
<table style=""border-collapse: collapse; width: 64.9959%;"" border=""1"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td style=""width: 241.026%;"" colspan=""2"" align=""center"" bgcolor=""#000000"" height=""26""><span style=""color: #ffffff; font-family: Verdana; font-size: small;""><strong>Size Chart</strong></span></td>
</tr>
<tr>
<td style=""width: 50%;"" align=""center"" bgcolor=""#C0C0C0"" height=""27""><span style=""font-family: Verdana; font-size: small;""><strong>Size</strong></span></td>
<td style=""width: 191.026%;"" align=""center"" bgcolor=""#C0C0C0"" height=""27""><span style=""font-family: Verdana; font-size: small;""><strong>Chest</strong></span></td>
</tr>
<tr>
<td style=""width: 50%;"" align=""center"" height=""27""><span style=""font-family: Verdana; font-size: small;"">S</span></td>
<td style=""width: 191.026%;"" align=""center"" height=""27""><font face=""Verdana"" size=""2"">40</font></td>
</tr>
<tr>
<td style=""width: 50%;"" align=""center"" height=""27""><span style=""font-family: Verdana; font-size: small;"">M</span></td>
<td style=""width: 191.026%;"" align=""center"" height=""27""><span style=""font-family: Verdana; font-size: small;"">44</span></td>
</tr>
<tr>
<td style=""width: 50%;"" align=""center"" height=""27""><span style=""font-family: Verdana; font-size: small;"">L</span></td>
<td style=""width: 191.026%;"" align=""center"" height=""27""><span style=""font-family: Verdana; font-size: small;"">46</span></td>
</tr>
<tr>
<td style=""width: 50%;"" align=""center"" height=""27""><span style=""font-family: Verdana; font-size: small;"">XL</span></td>
<td style=""width: 191.026%;"" align=""center"" height=""27""><span style=""font-family: Verdana; font-size: small;"">48</span></td>
</tr>
<tr>
<td style=""width: 50%;"" align=""center"" height=""27""><span style=""font-family: Verdana; font-size: small;"">2XL</span></td>
<td style=""width: 191.026%;"" align=""center"" height=""27""><font face=""Verdana"" size=""2"">50</font></td>
</tr>
<tr>
<td style=""width: 50%;"" align=""center"" height=""27""><span style=""font-family: Verdana; font-size: small;"">3XL</span></td>
<td style=""width: 191.026%;"" align=""center"" height=""27""><font face=""Verdana"" size=""2"">52</font></td>
</tr>
<tr>
<td style=""width: 50%;"" align=""center"" height=""27""><span style=""font-family: Verdana; font-size: small;"">4XL</span></td>
<td style=""width: 191.026%;"" align=""center"" height=""27""><span size=""2"" face=""Verdana"" style=""font-family: Verdana; font-size: small;"">54</span></td>
</tr>
<tr>
<td style=""width: 50%;"" align=""center"" height=""27""><span style=""font-family: Verdana; font-size: small;"">5XL</span></td>
<td style=""width: 191.026%;"" align=""center"" height=""27""><span style=""font-family: Verdana; font-size: small;"">56</span></td>
</tr>
<tr>
<td style=""width: 50%;"" align=""center"" height=""27""><span style=""font-family: Verdana; font-size: small;"">6XL</span></td>
<td style=""width: 191.026%;"" align=""center"" height=""27""><span style=""font-family: Verdana; font-size: small;"">58</span></td>
</tr>
<tr>
<td style=""width: 50%;"" align=""center"" height=""27""><span style=""font-family: Verdana; font-size: small;"">7XL</span></td>
<td style=""width: 191.026%;"" align=""center"" height=""27""><font face=""Verdana"" size=""2"">60</font></td>
</tr>
<tr>
<td style=""width: 50%;"" align=""center"" height=""27""><span style=""font-family: Verdana; font-size: small;"">8XL</span></td>
<td style=""width: 191.026%;"" align=""center"" height=""27""><span size=""2"" face=""Verdana"" style=""font-family: Verdana; font-size: small;"">62</span></td>
</tr>
</tbody>
</table>",Vance Leather,,Vests,"men's leather vests, Men's Vest",TRUE,Size,S,,,,,VL914S S,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/WhatsAppImage2021-04-27at2.13.51PM_1_533c02a7-72ba-45de-9d9f-29ec5ad857c9.jpg?v=1619548480,1,,FALSE,Vance Leather Zipper and Snap Closure Leather Motorcycle Club Vest,,lb,,active
vl914-s-vance-leather-zipper-and-snap-closure-leather-motorcycle-club-vest,,,,,,,,,M,,,,,VL914S M,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/WhatsAppImage2021-04-27at2.13.52PM_85fbcb1b-20d0-432b-b049-51439cf965d1.jpg?v=1619548480,2,,,,,lb,,
vl914-s-vance-leather-zipper-and-snap-closure-leather-motorcycle-club-vest,,,,,,,,,L,,,,,VL914S L,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/10_d9d75f7f-717a-4176-80fb-e67f064f8eef.jpg?v=1619548480,3,SOA Style Zipper and Snap Closure Leather Motorcycle Club Vest,,,,lb,,
vl914-s-vance-leather-zipper-and-snap-closure-leather-motorcycle-club-vest,,,,,,,,,XL,,,,,VL914S XL,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/WhatsAppImage2021-04-27at2.13.52PM_1_0276160a-ac71-4d69-8c76-67128c487250.jpg?v=1619548480,4,,,,,lb,,
vl914-s-vance-leather-zipper-and-snap-closure-leather-motorcycle-club-vest,,,,,,,,,2XL,,,,,VL914S 2XL,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/teammtrcycl14-11-2022infographics.jpg?v=1673866678,5,VL914S Vance Leather Zipper and Snap Closure Leather Motorcycle Club Vest infographic,,,,lb,,
vl914-s-vance-leather-zipper-and-snap-closure-leather-motorcycle-club-vest,,,,,,,,,3XL,,,,,VL914S 3XL,shopify,,,,,,,lb,,
vl914-s-vance-leather-zipper-and-snap-closure-leather-motorcycle-club-vest,,,,,,,,,4XL,,,,,VL914S 4XL,shopify,,,,,,,lb,,
vl914-s-vance-leather-zipper-and-snap-closure-leather-motorcycle-club-vest,,,,,,,,,5XL,,,,,VL914S 5XL,shopify,,,,,,,lb,,
vl914-s-vance-leather-zipper-and-snap-closure-leather-motorcycle-club-vest,,,,,,,,,6XL,,,,,VL914S 6XL,shopify,,,,,,,lb,,
vl914-s-vance-leather-zipper-and-snap-closure-leather-motorcycle-club-vest,,,,,,,,,7XL,,,,,VL914S 7XL,shopify,,,,,,,lb,,
vl914-s-vance-leather-zipper-and-snap-closure-leather-motorcycle-club-vest,,,,,,,,,8XL,,,,,VL914S 8XL,shopify,,,,,,,lb,,
